http://open.irkobl.ru/mayors/;
http://open.irkobl.ru/mayors/329/;Серебренников Сергей Васильевич;город Братск;(3953)349-010;adm@bratsk-city.ru;http://www.bratsk-city.ru/;г. Братск, улица Ленина, 37;
http://open.irkobl.ru/mayors/329/;Серебренников Сергей Васильевич;город Братск;(3953)349-010;adm@bratsk-city.ru;http://www.bratsk-city.ru/;г. Братск, улица Ленина, 37;
http://open.irkobl.ru/mayors/330/;Андрей Николаевич Коновалов;Город Зима;8(39554) 3-17-85;mail@zimadm.ru;http://www.zimadm.ru/;г. Зима, ул. Ленина, 5;
http://open.irkobl.ru/mayors/330/;Андрей Николаевич Коновалов;Город Зима;8(39554) 3-17-85;mail@zimadm.ru;http://www.zimadm.ru/;г. Зима, ул. Ленина, 5;
http://open.irkobl.ru/mayors/331/;Бердников Дмитрий Викторович;Город Иркутск;8 (3952) 520-294;post@admirk.ru;http://admirk.ru;г. Иркутск, ул. Ленина, 14;
http://open.irkobl.ru/mayors/331/;Бердников Дмитрий Викторович;Город Иркутск;8 (3952) 520-294;post@admirk.ru;http://admirk.ru;г. Иркутск, ул. Ленина, 14;
http://open.irkobl.ru/mayors/332/;Боровский Олег Валерьевич;Город Саянск;8(39553)57121; 56921;admsayansk@irmail.ru;http://www.admsayansk.ru/;г. Саянск, микрорайон «Олимпийский», 30;
http://open.irkobl.ru/mayors/332/;Боровский Олег Валерьевич;Город Саянск;8(39553)57121; 56921;admsayansk@irmail.ru;http://www.admsayansk.ru/;г. Саянск, микрорайон «Олимпийский», 30;
http://open.irkobl.ru/mayors/333/;Орноев Владимир Степанович;Город Свирск;8(395-73)2-29-75, 8(395-73)2-29-50.;admin@svirsk.ru;http://svirsk.ru;г. Свирск,улица Молодежная;
http://open.irkobl.ru/mayors/333/;Орноев Владимир Степанович;Город Свирск;8(395-73)2-29-75, 8(395-73)2-29-50.;admin@svirsk.ru;http://svirsk.ru;г. Свирск,улица Молодежная;
http://open.irkobl.ru/mayors/334/;Карих Юрий Владимирович;Город Тулун;(39530) 2-16-00,;tulun-mer@irmail.ru;http://www.tulunadm.ru/;г.Тулун, ул. Ленина, 99;
http://open.irkobl.ru/mayors/334/;Карих Юрий Владимирович;Город Тулун;(39530) 2-16-00,;tulun-mer@irmail.ru;http://www.tulunadm.ru/;г.Тулун, ул. Ленина, 99;
http://open.irkobl.ru/mayors/335/;Торопкин Максим Викторович;Город Усолье-Сибирское;8 (39543) 63340;admin-usolie@usolie-sibirskoe.ru;http://www.usolie-sibirskoe.ru/;г.Усолье-Сибирское, ул. Ватутина, 10;
http://open.irkobl.ru/mayors/335/;Торопкин Максим Викторович;Город Усолье-Сибирское;8 (39543) 63340;admin-usolie@usolie-sibirskoe.ru;http://www.usolie-sibirskoe.ru/;г.Усолье-Сибирское, ул. Ватутина, 10;
http://open.irkobl.ru/mayors/336/;Тулубаев Вакиль Касимович;Город Усть-Илимск;8(39535)-5-18-84;office@ust-ilimsk.ru;http://www.ust-ilimsk.ru/;г. Усть-Илимск, ул.Героев Труда, 38;
http://open.irkobl.ru/mayors/336/;Тулубаев Вакиль Касимович;Город Усть-Илимск;8(39535)-5-18-84;office@ust-ilimsk.ru;http://www.ust-ilimsk.ru/;г. Усть-Илимск, ул.Героев Труда, 38;
http://open.irkobl.ru/mayors/337/;Семёнов Вадим Александрович;Город Черемхово;8(39546) 525-42;;http://admcher.ru/;г. Черемхово, ул. Ф. Патаки, 6;
http://open.irkobl.ru/mayors/337/;Семёнов Вадим Александрович;Город Черемхово;8(39546) 525-42;;http://admcher.ru/;г. Черемхово, ул. Ф. Патаки, 6;
http://open.irkobl.ru/mayors/338/;Петров Сергей Анатольевич;Ангарское МО;8(395-5) 52-23-96;mail@angarsk-adm.ru;http://angarsk-adm.ru;г. Ангарск, площадь Ленина;
http://open.irkobl.ru/mayors/338/;Петров Сергей Анатольевич;Ангарское МО;8(395-5) 52-23-96;mail@angarsk-adm.ru;http://angarsk-adm.ru;г. Ангарск, площадь Ленина;
http://open.irkobl.ru/mayors/339/;Михаил Валентинович Кибанов;Балаганский район;8 (39548) 50-1-75;balagansk_admin@irmail.ru;http://www.adminbalagansk.ru;п. Балаганск, ул. Ангарская, д. 91;
http://open.irkobl.ru/mayors/339/;Михаил Валентинович Кибанов;Балаганский район;8 (39548) 50-1-75;balagansk_admin@irmail.ru;http://www.adminbalagansk.ru;п. Балаганск, ул. Ангарская, д. 91;
http://open.irkobl.ru/mayors/340/;Юмашев Евгений Юрьевич;город Бодайбо и район;8 (39561) 510-55;;http://www.bodaibogold.ru/;г.Бодайбо, ул.Урицкого, 33;
http://open.irkobl.ru/mayors/340/;Юмашев Евгений Юрьевич;город Бодайбо и район;8 (39561) 510-55;;http://www.bodaibogold.ru/;г.Бодайбо, ул.Урицкого, 33;
http://open.irkobl.ru/mayors/341/;Баловнев Алексей Сергеевич;Братский район;8(3953)41-21-70;amobraion@mail.ru;http://bratsk-raion.ru/;. Братск, ул. Комсомольская, 28а;
http://open.irkobl.ru/mayors/341/;Баловнев Алексей Сергеевич;Братский район;8(3953)41-21-70;amobraion@mail.ru;http://bratsk-raion.ru/;. Братск, ул. Комсомольская, 28а;
http://open.irkobl.ru/mayors/342/;Федоровский Игорь Николаевич;Жигаловский район;8(39551) 3-21-69;;http://zhigalovo.irkobl.ru;п. Жигалово, ул. Советская, 25;
http://open.irkobl.ru/mayors/342/;Федоровский Игорь Николаевич;Жигаловский район;8(39551) 3-21-69;;http://zhigalovo.irkobl.ru;п. Жигалово, ул. Советская, 25;
http://open.irkobl.ru/mayors/343/;Самойлович Владимир Васильевич;Заларинский район;(39552) 211-05;zaladmin@irmail.ru;http://www.zalari.ru;п. Залари, ул.Ленина, 103;
http://open.irkobl.ru/mayors/343/;Самойлович Владимир Васильевич;Заларинский район;(39552) 211-05;zaladmin@irmail.ru;http://www.zalari.ru;п. Залари, ул.Ленина, 103;
http://open.irkobl.ru/mayors/344/;Никитина Наталья Владимировна;Зиминский район;8(39554) 3-13-54;admirzima@irmail.ru;http://www.rzima.ru;г. Зима, ул. Ленина, д.5;
http://open.irkobl.ru/mayors/344/;Никитина Наталья Владимировна;Зиминский район;8(39554) 3-13-54;admirzima@irmail.ru;http://www.rzima.ru;г. Зима, ул. Ленина, д.5;
http://open.irkobl.ru/mayors/345/;Фролов Леонид Петрович;Иркутский район;(3952) 77-87-63;adm@irkraion.ru;http://www.irkraion.ru/airmo;г. Иркутск, ул. Рабочего Штаба, д. 17;
http://open.irkobl.ru/mayors/345/;Фролов Леонид Петрович;Иркутский район;(3952) 77-87-63;adm@irkraion.ru;http://www.irkraion.ru/airmo;г. Иркутск, ул. Рабочего Штаба, д. 17;
http://open.irkobl.ru/mayors/346/;Абраменко Александр Степанович;Казачинско-Ленский район;8(39562) 2-12-71;adm-klr@yandex.ru;http://adminklr.ru;с. Казачинское, ул. Ленина , 10;
http://open.irkobl.ru/mayors/346/;Абраменко Александр Степанович;Казачинско-Ленский район;8(39562) 2-12-71;adm-klr@yandex.ru;http://adminklr.ru;с. Казачинское, ул. Ленина , 10;
http://open.irkobl.ru/mayors/347/;Чонский Сергей Юрьевич;Катангский район;8(39560) 210-35;;http://катанга.рф;с. Ербогачен, ул.Комсомольская, 6;
